pais;entidad_estatal;referencia;descripcion;fase_actual;fecha_publicacion;fecha_presentacion_ofertas;url_detalle
COLOMBIA;EMPRESA URRA S.A. E.S.P.;2026-00099;"CONTRATAR UNA ENTIDAD ESPECIALIZADA PARA IMPLEMENTAR LA ESTRATEGIA DE COMPENSACION DEL PROGRAMA ""VIDA MANGLAR"" EN CORDOBA, SEGUN LO APROBADO EN LA RESOLUCION 359 DEl CUATRO DE DICIEMBRE DE 2025";Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 5:32:01 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10706545
COLOMBIA;EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTÁ - E.S.P.;EAAB-IT-1202-2026;PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA SUPERVISIÓN DE LOS CONTRATOS DE LA DST;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 5:26:08 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10706097
COLOMBIA;INSTITUTO FINANCIERO PARA EL DESARROLLO DE NORTE DE SANTANDER;IFI-CMA-003-2026 (Presentación de oferta);IFI-CMA-003-2026 (Presentación de oferta);Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 5:18:54 PM(UTC-05:00) Bogotá, Lima, Quito);1 día para terminar (19/08/2026 10:00:00 AM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10706078
COLOMBIA;EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTÁ - E.S.P.;EAAB-IA-1108-2026;PRESTACIÓN DE SERVICIOS ORIENTADO A LA GUIANZA, ATENCIÓN, REPORTE DE MEDIDAS DE MANEJO DE LA ESTRATEGIA EDUCATIVA, EN LOS CAMINOS EXISTENTES EN LOS CERROS ORIENTALES Y EN OTROS PREDIOS QUE DETERMINE L;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 5:08:58 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10706157
COLOMBIA;EMPRESA DE DESARROLLO URBANO Y HABITAT;ORDEN DE SERVICIOS N°002 DE 2026;MALLA VIAL- INTERVENTORIA;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 5:04:20 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10705882
COLOMBIA;Alcaldia Municipal de San Juan del Cesar;CD-120-2026;APOYO A LA SUPERVISION DEL PROYECTO DE FORTALECIMIENTO DE LOS PROCESOS DE APRENDIZAJE MEDIANTE EL MEJORAMIENTO DE LOS ESPACIOS TECNOLOGICOS CON EL MONTAJE DE AULAS INTERACTIVAS MULTIFUNCIONALES EN EL;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 5:03:54 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10705981
COLOMBIA;Fondo Mixto de Promoción Cinematográfica 'Proimágenes Colombia';AE0602026;Acuerdo Evaluador;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 5:01:45 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10705973
COLOMBIA;Alcaldia Municipal de San Juan del Cesar;CD-119-2026;APOYO A LA SUPERVISION DEL PROYECTO DE FORTALECIMIENTO DE LOS PROCESOS DE APRENDIZAJE MEDIANTE EL MEJORAMIENTO DE LOS ESPACIOS TECNOLOGICOS CON EL MONTAJE DE AULAS INTERACTIVAS MULTIFUNCIONALES EN EL;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 4:38:05 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10705652
COLOMBIA;FONDO MIXTO PARA LA PROMOCION DE LA INFRAESTRUCTURA, EL DESARROLLO AMBIENTAL, RURAL Y LA GESTION SOCIAL PARA EL PROGRESO DE LA SUBREGION MONTEMARIANA;CD-1-005-2026;Prestación de servicios profesionales para el apoyo de la supervisión al contrato CD - 004 - 2026 - FMP, cuyo objeto es la prestación de servicios profesionales para la implementación de estrategias c;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 3:51:32 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10705201
COLOMBIA;ALCALDIA LOCAL DE SUMAPAZ;FDRSCD-348-2026 (156487);156487 - Prestar servicios como conductor de vehículo pesado tipo tracto camión, de los frentes de obra en las actividades ejecutadas con vehículos pesados y maquinaria amarilla;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 3:22:28 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10704435
COLOMBIA;TRANSMILENIO S.A.;TMSA-CD-1436-2026;PRESTACION DE SERVICIOS PROFESIONALES Y DE APOYO A LA GESTION;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 3:11:44 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10704156
COLOMBIA;COMPRADOR - EMPRESA CARTAGUEÑA DE DESARROLLO - EMCADE;102-2026;CONSULTORIA PARA LA ELABORACION DE ESTUDIOS Y DISEÑOS PARA EL MEJORAMIENTO VIA DEL MUNICIPIO DE VITERBO - CALDAS;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 2:52:28 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10703967
COLOMBIA;COMPRADOR - EMPRESA CARTAGUEÑA DE DESARROLLO - EMCADE;103-2026;CONSULTORIA PARA LA ELABORACION DE ESTUDIOS Y DISEÑOS PARA LA ADECUACION DE INFRAESTRUCTURA FISICA DEL COLISEO MUNICIPAL DE VITERBO - CALDAS;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 2:35:19 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10703849
COLOMBIA;ENERGIA Y ALUMBRADO TECNOLOGICO DE LA DORADA S.A.S. E.S.P;IP-001-2025;INTERVENTORIA TÉCNICA, ADMINISTRATIVA, FINANCIERIA Y AMBIENTAL AL CONTRATO PARA LA ADMINISTRACIÓN, OPERACIÓN, MANTENIMIENTO, EXPANSION, MODERNIZACION Y REPOSICION DEL SISTEMA DE ALUMBRADO PÚBLICO, IMP;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 2:32:15 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10703919
COLOMBIA;MUNICIPIO DE LA CALERA CUNDINAMARCA;CPS-409-2026;PRESTAR SERVICIOS PROFESIONALES ESPECIALIZADOS PARA BRINDAR ACOMPAÑAMIENTO A LA SECRETARÍA DE PLANEACIÓN EN LOS PROCESOS DE FORMULACIÓN, VIABILIZACIÓN, SEGUIMIENTO Y APOYO A LA GESTIÓN DE PROYECTOS FI;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 2:17:23 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10703475
COLOMBIA;MUNICIPIO DE LA CALERA CUNDINAMARCA;CPS-408-2026;PRESTAR SERVICIOS PROFESIONALES ESPECIALIZADOS PARA BRINDAR ACOMPAÑAMIENTO A LA SECRETARÍA DE PLANEACIÓN EN LOS PROCESOS DE FORMULACIÓN, ACTUALIZACIÓN, VIABILIZACIÓN, SEGUIMIENTO Y APOYO A LA GESTIÓN;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 2:06:59 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10703703
COLOMBIA;DEPARTAMENTO DEL ATLANTICO**;CD-0609-2026;CD-0609-2026;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 12:56:50 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10703195
COLOMBIA;MUNICIPIO DE PUERTO TRIUNFO;279-2026;ADMINISTRACIÓN DELEGADA DE RECURSOS PARA LA CONSTRUCCION DE VIVIENDA DE INTERES PRIORITARIO EN EL CORREGIMIENTO DE DORADAL DEL MUNICIPIO DE PUERTO TRIUNFO, ANTIOQUIA;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 12:05:06 PM(UTC-05:00) Bogotá, Lima, Quito);4 días de tiempo transcurrido (13/08/2026 3:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10702834
COLOMBIA;ALCALDIA MUNICIPAL DE YOTOCO;100-18.05.362 DE 2026.;CONTRATO INTERADMINISTRATIVO DE ADMINISTRACIÓN DELEGADA PARA LA GESTIÓN INTEGRAL DE PROYECTOS ENFOCADOS EN LA SEGURIDAD VIAL, MANTENIMIENTO Y ADECUACIÓN DE INFRAESTRUCTURA EDUCATIVA Y DE PRIMERA INFAN;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 12:01:26 PM(UTC-05:00) Bogotá, Lima, Quito);20 horas de tiempo transcurrido (17/08/2026 12:00:00 PM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10702583
COLOMBIA;HOSPITAL HERNANDO QUINTERO BLANCO E.S.E;CPS-259;JUAN CARLOS TOVAR DE LEON;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 11:49:00 AM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10702558
COLOMBIA;AGENCIA PARA LA INFRAESTRUCTURA DEL META;AIM-CD-361-2026;CONTROL MEDIANTE INTERVENTORIA TÉCNICA, ADMINISTRATIVA, FINANCIERA, CONTABLE Y JURÍDICA A LA CONSTRUCCIÓN DE OBRAS DE PROTECCIÓN DE LA MARGEN DERECHA DEL RÍO ARIARI EN EL MUNICIPIO DE CUBARRAL, META;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 11:26:39 AM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10702452
COLOMBIA;INSTITUTO DEPARTAMENTAL DE DEPORTES DE CÓRDOBA “INDEPORTES CÓRDOBA”;COV-008-2026;"AUNAR ESFUERZOS TÉCNICOS, LOGISTICOS, ADMINISTRATIVOS Y FINANCIEROS ENTRE EL INSTITUTO DEPARTAMENTAL DE CORDOBA ""INDEPORTES CORDOBA"" Y LA ENTIDAD SIN ANIMO DE LUCRO PARA EL EVENTO DE RUTA MONTERIA 202";Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 11:14:17 AM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10702326
COLOMBIA;INSTITUCIÓN UNIVERSITARIA DIGITAL DE ANTIOQUIA;IUD20260186;EMPRESA DE SERVICIOS PUBLICOS DE SABANETA EAPSA E.S.P.;Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 9:52:07 AM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10701292
COLOMBIA;ESE HOSPITAL PSIQUIÁTRICO SAN CAMILO;388-2026;PRESTAR SERVICIOS PROFESIONALES COMO INGENIERO(A) BIOMÉDICO(A);Presentación de oferta;4 días de tiempo transcurrido (13/08/2026 8:44:21 AM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10701057
COLOMBIA;GOBERNACION DEL CASANARE;CAS-SIDSM-CDPSP-0075-2026;PRESTAR SERVICIOS PROFESIONALES COMO CONTADOR PÚBLICO PARA BRINDAR APOYO ESPECIALIZADO EN EL COMPONENTE FINANCIERO Y/O ECONÓMICO DE LOS PROCESOS PRECONTRACTUALES, CONTRACTUALES Y POSCONTRACTUALES REQU;Presentación de oferta;5 días de tiempo transcurrido (13/08/2026 7:03:51 AM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10700815
COLOMBIA;FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA;2026-0322;CONTRATO DE COMPRA;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 9:37:50 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10700310
COLOMBIA;Fondo Mixto de Promoción Cinematográfica 'Proimágenes Colombia';AE0592026;Acuerdo Evaluador;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 7:47:26 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10699767
COLOMBIA;DEPARTAMENTO DE CUNDINAMARCA SECRETARIA DE AGRICULTURA Y DESARROLLO RURAL;SAG-CD-CVI-171-2026;SAG-CD-CVI-171-2026;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 7:39:39 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10699671
COLOMBIA;Fondo Mixto de Promoción Cinematográfica 'Proimágenes Colombia';AE0582026;Acuerdo Evaluador;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 7:19:53 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10699747
COLOMBIA;Fondo Mixto de Promoción Cinematográfica 'Proimágenes Colombia';AE0572026;Acuerdo Evaluador;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 7:02:44 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10699723
COLOMBIA;Fondo Mixto de Promoción Cinematográfica 'Proimágenes Colombia';AE0562026;Acuerdo Evaluador;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 6:53:55 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10699624
COLOMBIA;Fondo Mixto de Promoción Cinematográfica 'Proimágenes Colombia';AE0552026;Acuerdo Evaluador;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 6:45:11 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10699615
COLOMBIA;Fondo Mixto de Promoción Cinematográfica 'Proimágenes Colombia';AE0542026;Acuerdo Evaluador;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 6:24:41 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10699083
COLOMBIA;FONCOLOMBIA, FONDO MIXTO PARA EL DESARROLLO INTEGRAL Y LA GESTION SOCIAL DE COLOMBIA;INT-SCC-005-2026;INTERVENTORÍA TÉCNICA, ADMINISTRATIVA, FINANCIERA, CONTABLE, AMBIENTAL SOCIAL, DE SEGURIDAD Y SALUD EN EL TRABAJO Y JURÍDICA AL CONTRATO DE OBRA PARA LA CONSTRUCCIÓN DEL ESTABLECIMIENTO EDUCATIVO BARR;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 6:15:59 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10698983
COLOMBIA;FONDO DE DESARROLLO DE PROYECTOS DE CUNDINAMARCA;2026-0315;Contrato de Suministro;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 5:46:29 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10698737
COLOMBIA;MUNICIPIO DE ARMENIA;CD-ARM-103-2026;GESTIONAR LA INFORMACIÓN SECTORIAL, TÉCNICA, PRESUPUESTAL Y CONTRACTUAL ENFOCADO A LA MODERNIZACIÓN Y FORTALECIMIENTO INSTITUCIONAL, GARANTIZANDO LOS SOPORTES IDÓNEOS PARA LA ADECUADA EJECUCIÓN Y EL;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 5:31:50 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10698191
COLOMBIA;MUNICIPIO DE PITALITO;MP-SEM-CD-PS-612-2026;"PRESTAR SERVICIOS PROFESIONALES PARA FORTALECER LOS PROCESOS DE GESTIÓN DEL TALENTO HUMANO DEL SECTOR EDUCATIVO, EN EL MARCO DEL PROYECTO ""FORTALECIMIENTO A LA EDUCACIÓN INICIAL, PREESCOLAR, BÁSICA Y";Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 5:19:19 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10698604
COLOMBIA;EMPRESA NACIONAL ESTATAL DE DESARROLLO TERRITORIAL S.A.S.;INT-SMC-021-2026;INTERVENTORIA INTEGRAL AL PROYECTO DENOMINADO FORTALECIMIENTO PRODUCTIVO Y SOCIO EMPRESARIAL PARA PEQUEÑOS PRODUCTORES DE CACAO DEL MUNICIPIO DE TARAZÁ, ANTIOQUIA;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 5:12:07 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10697793
COLOMBIA;INSTITUTO DEPARTAMENTAL DEL DEPORTE Y LA RECREACIÓN DEL DEPARTAMENTO DE ARAUCA;CM-001-2026-IND (Presentación de oferta);INTERVENTORIA TECNICA, ADMINISTRATIVA, FINANCIERA Y AMBIENTAL A LA CONSTRUCCION DE CANCHA SINTÉTICA EN EL ESCENARIO DEPORTIVO DEL INDER, EN EL MUNICIPIO DE ARAUCA, DEL DEPARTAMENTO DE ARAUCA (Presenta;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 5:06:16 PM(UTC-05:00) Bogotá, Lima, Quito);3 días de tiempo transcurrido (14/08/2026 5:45:00 PM(UTC-05:00) Bogotá, Lima, Quito);https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10697782
COLOMBIA;NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE TEORAMA;CS-006-2026;CONVENIO SOLIDARIO;Presentación de oferta;5 días de tiempo transcurrido (12/08/2026 4:57:55 PM(UTC-05:00) Bogotá, Lima, Quito);-;https://www.secop.gov.co/CO1BusinessLine/Tendering/ContractNoticeView/Index?prevCtxLbl=Buscar+procesos&prevCtxUrl=https%3a%2f%2fwww.secop.gov.co%3a443%2fCO1BusinessLine%2fTendering%2fContractNoticeManagement%2fIndex&notice=CO1.NTC.10698035
